,Date,Platform Name,Campaign Name,Objective,Impressions,Clicks,Costs (USD),Purchase,Revenue (USD),Reach
20887,05/09/2020,Google Ads,Campaign 597,Conversions,598,49.45,3.2545,0,0,173
20888,05/09/2020,Google Ads,Campaign 598,Conversions,119.6,8.05,0.8165,0,0,34
20889,05/09/2020,Google Ads,Campaign 599,Conversions,16.1,0,0,0,0,4
20890,05/09/2020,Google Ads,Campaign 600,Video Views,85.1,8.05,1.2305,0,0,24
20891,05/09/2020,Google Ads,Campaign 601,Conversions,59.8,4.6,0.345,0,0,17
20892,05/09/2020,Google Ads,Campaign 602,Conversions,284.05,31.05,9.591,1.15,21.66609532,82
20893,05/09/2020,Google Ads,Campaign 603,Reach,24.15,4.6,0.529,0,0,7
20894,05/09/2020,Google Ads,Campaign 606,Video Views,44.85,3.45,0.6325,0,0,13
20895,05/09/2020,Google Ads,Campaign 604,Video Views,1764.1,203.55,12.696,1.15,59.41090657,511
20896,05/09/2020,Google Ads,Campaign 608,Video Views,154.1,8.05,0.966,0,0,44
20897,05/09/2020,Google Ads,Campaign 609,Conversions,138,2.3,0.759,0,0,40
20898,05/09/2020,Google Ads,Campaign 618,Conversions,39.1,1.15,0.115,0,0,11
20899,05/09/2020,Google Ads,Campaign 619,Video Views,1160.35,66.7,1.8285,0,0,336
20900,05/09/2020,Snapchat,Campaign 29,Video Views,0,0,0,1.15,96.31778655,0
20901,05/09/2020,Snapchat,Campaign 30,Reach,0,0,0,2.3,102.0040374,0
20902,05/09/2020,Snapchat,Campaign 31,Conversions,0,0,0,0,0,0
20903,05/09/2020,Snapchat,Campaign 33,Engagements,0,0,0,17.25,1016.393821,0
20904,05/09/2020,Snapchat,Campaign 34,Conversions,0,0,0,29.9,1263.64092,0
20905,05/09/2020,Snapchat,Campaign 35,Conversions,0,0,0,16.1,529.631143,0
20906,05/09/2020,Snapchat,Campaign 36,Video Views,862879.5,1879.1,468.1174268,285.2,13467.29282,250110
20907,05/09/2020,Snapchat,Campaign 38,Conversions,0,0,0,18.4,1365.260857,0
20908,06/09/2020,Facebook Ads,Campaign 197,Conversions,0,,0,18.4,685.975,0
20909,06/09/2020,Facebook Ads,Campaign 198,Conversions,0,,0,18.4,783.0695,0
20910,06/09/2020,Facebook Ads,Campaign 199,Engagements,0,,0,3.45,106.881,0
20911,06/09/2020,Facebook Ads,Campaign 200,Conversions,0,,0,32.2,1493.689,0
20912,06/09/2020,Facebook Ads,Campaign 201,Video Views,0,,0,39.1,1790.6305,0
20913,06/09/2020,Facebook Ads,Campaign 202,Conversions,0,,0,70.15,3363.9455,0
20914,06/09/2020,Facebook Ads,Campaign 203,Conversions,0,,0,18.4,709.527,0
20915,06/09/2020,Facebook Ads,Campaign 204,Conversions,0,,0,59.8,1943.2585,0
20916,06/09/2020,Facebook Ads,Campaign 205,Engagements,0,,0,9.2,334.7535,0
20917,06/09/2020,Facebook Ads,Campaign 206,Engagements,0,,0,102.35,4582.9225,0
20918,06/09/2020,Facebook Ads,Campaign 207,Conversions,274161.15,826.85,645.863,106.95,5013.816,79467
20919,06/09/2020,Facebook Ads,Campaign 208,Video Views,1686820,5822.45,2295.101,859.05,37465.551,488933
20920,06/09/2020,Facebook Ads,Campaign 209,Reach,1353111.85,1382.3,1026.789,396.75,19181.563,392206
20921,06/09/2020,Facebook Ads,Campaign 210,Conversions,601316.6,1567.45,992.335,311.65,14818.0145,174294
20922,06/09/2020,Facebook Ads,Campaign 212,Conversions,1079862.65,1679,1322.04,404.8,17671.9005,313003
20923,06/09/2020,Facebook Ads,Campaign 213,Conversions,0,,0,31.05,1375.699,0
20924,06/09/2020,Facebook Ads,Campaign 214,Conversions,1828558.65,7161.05,2664.2395,726.8,30703.6545,530017
20925,06/09/2020,Google Ads,Campaign 503,Reach,442.75,43.7,2.024,0,0,128
20926,06/09/2020,Google Ads,Campaign 504,Conversions,103.5,3.45,0.483,0,0,30
20927,06/09/2020,Google Ads,Campaign 511,Conversions,680.8,79.35,12.7535,0.2875,20.0215,197
20928,06/09/2020,Google Ads,Campaign 512,Reach,280.6,9.2,0.989,0.1517494,15.78787323,81
20929,06/09/2020,Google Ads,Campaign 558,Conversions,399.05,54.05,1.518,0,0,115
20930,06/09/2020,Google Ads,Campaign 559,Conversions,36.8,0,0,0,0,10
20931,06/09/2020,Google Ads,Campaign 560,Conversions,27.6,1.15,0.0345,0,0,8
20932,06/09/2020,Google Ads,Campaign 566,Conversions,25.3,2.3,0.2645,0,0,7
20933,06/09/2020,Google Ads,Campaign 567,Conversions,140.3,6.9,1.242,0,0,40
20934,06/09/2020,Google Ads,Campaign 561,Conversions,362.25,21.85,3.5995,0,0,105
20935,06/09/2020,Google Ads,Campaign 568,Engagements,180.55,5.75,0.4485,0,0,52
20936,06/09/2020,Google Ads,Campaign 562,Conversions,302.45,9.2,1.4835,1.15,132.25,87
20937,06/09/2020,Google Ads,Campaign 563,Conversions,88.55,2.3,0.368,0,0,25
20938,06/09/2020,Google Ads,Campaign 564,Conversions,50.6,2.3,0.4945,0,0,14
20939,06/09/2020,Google Ads,Campaign 565,Conversions,235.75,9.2,1.288,0,0,68
20940,06/09/2020,Google Ads,Campaign 569,Reach,565.8,83.95,11.661,1.32019195,26.88427586,164
20941,06/09/2020,Google Ads,Campaign 570,Conversions,106.95,8.05,0.9545,0,0,31
20942,06/09/2020,Google Ads,Campaign 571,Conversions,1472,203.55,12.3395,1.725,24.77068134,426
20943,06/09/2020,Google Ads,Campaign 572,Conversions,180.55,14.95,2.139,0,0,52
20944,06/09/2020,Google Ads,Campaign 573,Conversions,424.35,33.35,0.897,0.1248739,36.15749585,123
20945,06/09/2020,Google Ads,Campaign 574,Conversions,35.65,1.15,0.092,0,0,10
20946,06/09/2020,Google Ads,Campaign 579,Conversions,192.05,16.1,1.679,0,0,55
20947,06/09/2020,Google Ads,Campaign 580,Reach,88.55,4.6,0.276,0,0,25
20948,06/09/2020,Google Ads,Campaign 555,Conversions,1038.45,109.25,2.8635,1.15,8.892118079,301
20949,06/09/2020,Google Ads,Campaign 556,Conversions,236.9,20.7,1.219,0,0,68
20950,06/09/2020,Google Ads,Campaign 581,Video Views,422.05,31.05,1.1615,0,0,122
20951,06/09/2020,Google Ads,Campaign 582,Reach,113.85,5.75,0.5175,0,0,33
20952,06/09/2020,Google Ads,Campaign 583,Reach,1054.55,295.55,30.8775,4.2692531,387.9339941,305
20953,06/09/2020,Google Ads,Campaign 584,Engagements,267.95,35.65,6.026,0,0,77
20954,06/09/2020,Google Ads,Campaign 585,Engagements,27.6,4.6,0.1725,0,0,8
20955,06/09/2020,Google Ads,Campaign 586,Conversions,213.9,17.25,3.0475,0,0,62
20956,06/09/2020,Google Ads,Campaign 589,Conversions,4410.25,1008.55,120.175,7.24810155,361.6790174,1278
20957,06/09/2020,Google Ads,Campaign 590,Video Views,132.25,19.55,4.209,0,0,38
20958,06/09/2020,Google Ads,Campaign 593,Video Views,104.65,8.05,2.254,0,0,30
20959,06/09/2020,Google Ads,Campaign 594,Engagements,18.4,1.15,0.1035,0,0,5
20960,06/09/2020,Google Ads,Campaign 595,Conversions,684.25,31.05,1.656,0,0,198
20961,06/09/2020,Google Ads,Campaign 596,Conversions,173.65,14.95,2.231,0,0,50
20962,06/09/2020,Google Ads,Campaign 513,Conversions,16821.05,8519.2,167.5895,175.480102,12698.616,4875
20963,06/09/2020,Google Ads,Campaign 514,Video Views,1874.5,963.7,26.795,19.4667998,1058.2055,543
20964,06/09/2020,Google Ads,Campaign 517,Conversions,13712.6,1859.55,116.495,18.912854,1150.555357,3974
20965,06/09/2020,Google Ads,Campaign 518,Conversions,1706.6,417.45,34.7875,9.3134291,1227.574914,494
20966,06/09/2020,Google Ads,Campaign 519,Conversions,5790.25,622.15,25.99,2.2477233,194.118748,1678
20967,06/09/2020,Google Ads,Campaign 521,Conversions,5.75,0,0,0,0,1
20968,06/09/2020,Google Ads,Campaign 522,Conversions,351.9,24.15,2.53,0,0,102
20969,06/09/2020,Google Ads,Campaign 523,Conversions,35.65,9.2,6.9575,0,0,10
20970,06/09/2020,Google Ads,Campaign 525,Video Views,1148.85,104.65,9.2,0,0,333
20971,06/09/2020,Google Ads,Campaign 526,Conversions,511.75,36.8,10.856,0.6231045,45.56688681,148
20972,06/09/2020,Google Ads,Campaign 529,Video Views,1989220.55,25364.4,871.7137529,67.27962185,5078.077229,576585
20973,06/09/2020,Google Ads,Campaign 530,Conversions,318386.7,4358.5,461.7920392,23.9573957,2462.901064,92286
20974,06/09/2020,Google Ads,Campaign 539,Conversions,669.3,112.7,28.244,0,0,194
20975,06/09/2020,Google Ads,Campaign 540,Video Views,784.3,48.3,25.2655,0,0,227
20976,06/09/2020,Google Ads,Campaign 597,Conversions,966,52.9,3.519,0,0,280
20977,06/09/2020,Google Ads,Campaign 598,Conversions,62.1,4.6,1.2305,0,0,18
20978,06/09/2020,Google Ads,Campaign 599,Conversions,3.45,1.15,0.2645,0,0,1
20979,06/09/2020,Google Ads,Campaign 600,Video Views,97.75,11.5,1.38,0,0,28
20980,06/09/2020,Google Ads,Campaign 601,Conversions,52.9,2.3,0.1725,0,0,15
20981,06/09/2020,Google Ads,Campaign 602,Conversions,263.35,18.4,3.3465,0.1580215,1.036058055,76
20982,06/09/2020,Google Ads,Campaign 603,Reach,20.7,0,0,0,0,6
20983,06/09/2020,Google Ads,Campaign 606,Video Views,27.6,3.45,0.6095,0,0,8
20984,06/09/2020,Google Ads,Campaign 604,Video Views,1737.65,195.5,13.2135,2.3,118.8232275,503
20985,06/09/2020,Google Ads,Campaign 608,Video Views,174.8,9.2,1.219,0,0,50
20986,06/09/2020,Google Ads,Campaign 609,Conversions,72.45,2.3,0.3565,0,0,21
20987,06/09/2020,Google Ads,Campaign 618,Conversions,24.15,1.15,0.1725,0,0,7
20988,06/09/2020,Google Ads,Campaign 619,Video Views,1012,80.5,2.507,0,0,293
20989,06/09/2020,Snapchat,Campaign 33,Engagements,0,0,0,14.95,801.1335252,0
20990,06/09/2020,Snapchat,Campaign 34,Conversions,0,0,0,32.2,1486.494372,0
20991,06/09/2020,Snapchat,Campaign 35,Conversions,0,0,0,14.95,771.2107149,0
20992,06/09/2020,Snapchat,Campaign 36,Video Views,821378.3,1731.9,446.6938813,270.25,12098.8575,238080
20993,06/09/2020,Snapchat,Campaign 38,Conversions,0,0,0,14.95,719.3432804,0
20994,07/09/2020,Facebook Ads,Campaign 197,Conversions,0,,0,9.2,305.0145,0
20995,07/09/2020,Facebook Ads,Campaign 198,Conversions,0,,0,5.75,193.6715,0
20996,07/09/2020,Facebook Ads,Campaign 199,Engagements,0,,0,,0,0
20997,07/09/2020,Facebook Ads,Campaign 200,Conversions,0,,0,46,2052.129,0
20998,07/09/2020,Facebook Ads,Campaign 201,Video Views,0,,0,32.2,1145.883,0
20999,07/09/2020,Facebook Ads,Campaign 202,Conversions,0,,0,59.8,2963.849,0
21000,07/09/2020,Facebook Ads,Campaign 203,Conversions,0,,0,11.5,494.3735,0
21001,07/09/2020,Facebook Ads,Campaign 204,Conversions,0,,0,43.7,1653.102,0
21002,07/09/2020,Facebook Ads,Campaign 205,Engagements,0,,0,9.2,320.0335,0
21003,07/09/2020,Facebook Ads,Campaign 206,Engagements,0,,0,87.4,4065.7905,0
21004,07/09/2020,Facebook Ads,Campaign 207,Conversions,257370,819.95,643.77,93.15,3804.407,74600
21005,07/09/2020,Facebook Ads,Campaign 208,Video Views,1561319.35,6467.6,2339.4335,790.05,34140.6365,452556
21006,07/09/2020,Facebook Ads,Campaign 209,Reach,1501981.65,1450.15,1062.6115,381.8,16866.153,435357
21007,07/09/2020,Facebook Ads,Campaign 210,Conversions,625978.35,1335.15,1001.3625,277.15,12105.6245,181443
21008,07/09/2020,Facebook Ads,Campaign 212,Conversions,905032.75,1397.25,1294.049,385.25,17365.851,262328
21009,07/09/2020,Facebook Ads,Campaign 213,Conversions,0,,0,26.45,831.611,0
21010,07/09/2020,Facebook Ads,Campaign 214,Conversions,2332470.25,7220.85,2655.235,779.7,37162.526,676078
21011,07/09/2020,Google Ads,Campaign 503,Reach,432.4,46,1.587,0,0,125
21012,07/09/2020,Google Ads,Campaign 504,Conversions,73.6,3.45,0.874,0,0,21
21013,07/09/2020,Google Ads,Campaign 511,Conversions,587.65,69,12.305,0,0,170
21014,07/09/2020,Google Ads,Campaign 512,Reach,276,18.4,4.4505,0,0,80
21015,07/09/2020,Google Ads,Campaign 558,Conversions,432.4,55.2,2.8635,0,0,125
21016,07/09/2020,Google Ads,Campaign 559,Conversions,12.65,1.15,0.5405,0,0,3
21017,07/09/2020,Google Ads,Campaign 560,Conversions,28.75,0,0,0,0,8
21018,07/09/2020,Google Ads,Campaign 566,Conversions,34.5,0,0,0,0,10
21019,07/09/2020,Google Ads,Campaign 567,Conversions,161,10.35,1.5065,0,0,46
21020,07/09/2020,Google Ads,Campaign 561,Conversions,350.75,18.4,3.243,0,0,101
21021,07/09/2020,Google Ads,Campaign 568,Engagements,187.45,3.45,1.334,0,0,54
21022,07/09/2020,Google Ads,Campaign 562,Conversions,359.95,14.95,2.944,0,0,104
21023,07/09/2020,Google Ads,Campaign 563,Conversions,59.8,0,0,0,0,17
21024,07/09/2020,Google Ads,Campaign 564,Conversions,44.85,2.3,0.4255,0,0,13
21025,07/09/2020,Google Ads,Campaign 565,Conversions,211.6,11.5,2.7025,0,0,61
21026,07/09/2020,Google Ads,Campaign 569,Reach,657.8,90.85,13.3745,0,0,190
21027,07/09/2020,Google Ads,Campaign 570,Conversions,94.3,5.75,1.702,0,0,27
21028,07/09/2020,Google Ads,Campaign 571,Conversions,1477.75,220.8,11.546,1.15,38.3525,428
21029,07/09/2020,Google Ads,Campaign 572,Conversions,147.2,9.2,0.828,0,0,42
21030,07/09/2020,Google Ads,Campaign 573,Conversions,405.95,43.7,1.449,0,0,117
21031,07/09/2020,Google Ads,Campaign 574,Conversions,24.15,1.15,0.115,0,0,7
21032,07/09/2020,Google Ads,Campaign 579,Conversions,196.65,16.1,1.6445,0,0,57
21033,07/09/2020,Google Ads,Campaign 580,Reach,88.55,2.3,0.5405,0,0,25
21034,07/09/2020,Google Ads,Campaign 555,Conversions,698.05,56.35,1.4375,0.7411313,77.69946832,202
21035,07/09/2020,Google Ads,Campaign 556,Conversions,331.2,20.7,1.725,0,0,96
21036,07/09/2020,Google Ads,Campaign 581,Video Views,347.3,19.55,0.483,0,0,100
21037,07/09/2020,Google Ads,Campaign 582,Reach,126.5,10.35,1.0235,0.15031765,2.318874161,36
21038,07/09/2020,Google Ads,Campaign 583,Reach,868.25,230,40.457,1.8537839,35.60219866,251
21039,07/09/2020,Google Ads,Campaign 584,Engagements,265.65,40.25,8.7975,0,0,77
21040,07/09/2020,Google Ads,Campaign 585,Engagements,28.75,5.75,0.667,0,0,8
21041,07/09/2020,Google Ads,Campaign 586,Conversions,211.6,9.2,1.5295,0,0,61
21042,07/09/2020,Google Ads,Campaign 589,Conversions,3761.65,787.75,119.853,5.6429511,202.4914404,1090
21043,07/09/2020,Google Ads,Campaign 590,Video Views,115,23,5.083,0,0,33
21044,07/09/2020,Google Ads,Campaign 593,Video Views,72.45,1.15,0.1725,0,0,21
21045,07/09/2020,Google Ads,Campaign 594,Engagements,11.5,1.15,0.1035,0,0,3
21046,07/09/2020,Google Ads,Campaign 595,Conversions,740.6,44.85,5.6005,0,0,214
21047,07/09/2020,Google Ads,Campaign 596,Conversions,194.35,28.75,5.6235,0,0,56
21048,07/09/2020,Google Ads,Campaign 513,Conversions,18257.4,8623.85,167.7505,169.2151872,13230.76704,5292
21049,07/09/2020,Google Ads,Campaign 514,Video Views,2027.45,974.05,26.7375,19.8929967,1306.314699,587
21050,07/09/2020,Google Ads,Campaign 517,Conversions,14223.2,1879.1,117.645,17.67220525,806.000354,4122
21051,07/09/2020,Google Ads,Campaign 518,Conversions,1567.45,284.05,34.799,4.5253834,104.703263,454
21052,07/09/2020,Google Ads,Campaign 519,Conversions,5718.95,569.25,28.75,1.8280124,76.9846917,1657
21053,07/09/2020,Google Ads,Campaign 521,Conversions,8.05,1.15,0.023,0,0,2
21054,07/09/2020,Google Ads,Campaign 522,Conversions,287.5,19.55,2.875,0,0,83
21055,07/09/2020,Google Ads,Campaign 523,Conversions,31.05,4.6,15.4445,0,0,9
21056,07/09/2020,Google Ads,Campaign 525,Video Views,1102.85,105.8,11.753,0.575,63.135,319
21057,07/09/2020,Google Ads,Campaign 526,Conversions,450.8,47.15,11.109,1.9355443,12.90702616,130
21058,07/09/2020,Google Ads,Campaign 529,Video Views,1867601.15,24320.2,839.7426695,54.86769025,3590.955554,541333
21059,07/09/2020,Google Ads,Campaign 530,Conversions,317684.05,4138.85,428.2630003,33.7591562,1780.586906,92082
21060,07/09/2020,Google Ads,Campaign 539,Conversions,696.9,87.4,20.079,0,0,202
21061,07/09/2020,Google Ads,Campaign 540,Video Views,862.5,40.25,16.491,0,0,250
21062,07/09/2020,Google Ads,Campaign 597,Conversions,749.8,49.45,4.1745,0,0,217
21063,07/09/2020,Google Ads,Campaign 598,Conversions,82.8,9.2,2.093,0,0,24
21064,07/09/2020,Google Ads,Campaign 599,Conversions,4.6,1.15,0.4255,0,0,1
21065,07/09/2020,Google Ads,Campaign 600,Video Views,92,12.65,1.679,0,0,26
21066,07/09/2020,Google Ads,Campaign 601,Conversions,60.95,3.45,0.46,0,0,17
21067,07/09/2020,Google Ads,Campaign 602,Conversions,308.2,23,5.957,0,0,89
21068,07/09/2020,Google Ads,Campaign 603,Reach,20.7,0,0,0,0,6
21069,07/09/2020,Google Ads,Campaign 606,Video Views,49.45,4.6,0.7245,0,0,14
21070,07/09/2020,Google Ads,Campaign 604,Video Views,1554.8,173.65,10.7755,1.59888525,92.312902,450
21071,07/09/2020,Google Ads,Campaign 608,Video Views,147.2,10.35,1.1385,0,0,42
21072,07/09/2020,Google Ads,Campaign 609,Conversions,135.7,3.45,0.5635,0,0,39
21073,07/09/2020,Google Ads,Campaign 618,Conversions,26.45,0,0,0,0,7
21074,07/09/2020,Google Ads,Campaign 619,Video Views,798.1,63.25,1.5525,0,0,231
21075,07/09/2020,Snapchat,Campaign 33,Engagements,0,0,0,5.75,322.73955,0
21076,07/09/2020,Snapchat,Campaign 34,Conversions,0,0,0,35.65,1789.408033,0
21077,07/09/2020,Snapchat,Campaign 35,Conversions,0,0,0,20.7,811.4634704,0
21078,07/09/2020,Snapchat,Campaign 36,Video Views,622872.2,1489.25,422.6574358,204.7,9818.226606,180542
21079,07/09/2020,Snapchat,Campaign 37,Conversions,1016106.65,2548.4,721.914539,124.2,6533.600935,294523
21080,07/09/2020,Snapchat,Campaign 38,Conversions,0,0,0,8.05,244.3772897,0
21081,08/09/2020,Facebook Ads,Campaign 197,Conversions,0,,0,5.75,300.5985,0
21082,08/09/2020,Facebook Ads,Campaign 198,Conversions,0,,0,2.3,153.0995,0
21083,08/09/2020,Facebook Ads,Campaign 200,Conversions,0,,0,28.75,1257.0765,0
21084,08/09/2020,Facebook Ads,Campaign 201,Video Views,0,,0,32.2,1327.3875,0
21085,08/09/2020,Facebook Ads,Campaign 202,Conversions,0,,0,43.7,2043.6765,0
21086,08/09/2020,Facebook Ads,Campaign 203,Conversions,0,,0,11.5,533.945,0
21087,08/09/2020,Facebook Ads,Campaign 204,Conversions,0,,0,34.5,1587.2875,0
21088,08/09/2020,Facebook Ads,Campaign 205,Engagements,0,,0,12.65,399.1305,0
21089,08/09/2020,Facebook Ads,Campaign 206,Engagements,0,,0,94.3,3667.9365,0
21090,08/09/2020,Facebook Ads,Campaign 207,Conversions,259647,826.85,632.5345,96.6,3795.4715,75260
21091,08/09/2020,Facebook Ads,Campaign 208,Video Views,1340594.1,7031.1,2178.399,635.95,28224.404,388578
21092,08/09/2020,Facebook Ads,Campaign 209,Reach,1320014.85,1351.25,975.062,340.4,14780.444,382613
21093,08/09/2020,Facebook Ads,Campaign 210,Conversions,584764.65,947.6,915.9405,285.2,12120.816,169497
21094,08/09/2020,Facebook Ads,Campaign 212,Conversions,810908.7,1306.4,1200.347,325.45,14593.0515,235046
21095,08/09/2020,Facebook Ads,Campaign 213,Conversions,0,,0,25.3,669.162,0
21096,08/09/2020,Facebook Ads,Campaign 214,Conversions,2174820.2,6344.55,2511.7955,687.7,28990.2235,630382
21097,08/09/2020,Google Ads,Campaign 503,Reach,366.85,31.05,1.7135,0,0,106
21098,08/09/2020,Google Ads,Campaign 504,Conversions,66.7,3.45,0.2645,0,0,19
21099,08/09/2020,Google Ads,Campaign 511,Conversions,593.4,69,12.213,0,0,172
21100,08/09/2020,Google Ads,Campaign 512,Reach,309.35,12.65,2.622,0,0,89
21101,08/09/2020,Google Ads,Campaign 558,Conversions,335.8,46,1.564,0,0,97
21102,08/09/2020,Google Ads,Campaign 559,Conversions,18.4,1.15,0.138,0,0,5
21103,08/09/2020,Google Ads,Campaign 560,Conversions,23,1.15,0.1035,0,0,6
21104,08/09/2020,Google Ads,Campaign 566,Conversions,14.95,0,0,0,0,4
21105,08/09/2020,Google Ads,Campaign 567,Conversions,125.35,3.45,0.2875,0,0,36
21106,08/09/2020,Google Ads,Campaign 561,Conversions,328.9,16.1,3.5765,0,0,95
21107,08/09/2020,Google Ads,Campaign 568,Engagements,190.9,2.3,0.3335,0,0,55
21108,08/09/2020,Google Ads,Campaign 562,Conversions,270.25,10.35,1.035,0,0,78
21109,08/09/2020,Google Ads,Campaign 563,Conversions,57.5,2.3,0.4485,0,0,16
21110,08/09/2020,Google Ads,Campaign 564,Conversions,42.55,1.15,0.046,0,0,12
21111,08/09/2020,Google Ads,Campaign 565,Conversions,212.75,9.2,2.0585,0,0,61
21112,08/09/2020,Google Ads,Campaign 569,Reach,564.65,56.35,7.3715,0.70602295,31.27883067,163
21113,08/09/2020,Google Ads,Campaign 570,Conversions,72.45,6.9,0.7935,0,0,21
21114,08/09/2020,Google Ads,Campaign 571,Conversions,1215.55,155.25,7.5095,0,0,352
21115,08/09/2020,Google Ads,Campaign 572,Conversions,115,6.9,2.2655,0,0,33
21116,08/09/2020,Google Ads,Campaign 573,Conversions,409.4,31.05,0.897,0,0,118
21117,08/09/2020,Google Ads,Campaign 574,Conversions,27.6,2.3,0.1725,0,0,8
21118,08/09/2020,Google Ads,Campaign 579,Conversions,194.35,14.95,1.518,0,0,56
21119,08/09/2020,Google Ads,Campaign 580,Reach,60.95,4.6,0.276,0,0,17
21120,08/09/2020,Google Ads,Campaign 555,Conversions,535.9,47.15,1.288,1.91881295,34.74645084,155
21121,08/09/2020,Google Ads,Campaign 556,Conversions,296.7,23,2.208,0,0,86
21122,08/09/2020,Google Ads,Campaign 581,Video Views,295.55,18.4,0.4945,0,0,85
21123,08/09/2020,Google Ads,Campaign 582,Reach,96.6,4.6,0.184,0,0,28
21124,08/09/2020,Google Ads,Campaign 583,Reach,890.1,75.9,17.434,1.17241235,19.24806471,258
21125,08/09/2020,Google Ads,Campaign 584,Engagements,310.5,37.95,6.463,0,0,90
21126,08/09/2020,Google Ads,Campaign 585,Engagements,20.7,1.15,0.023,0,0,6
21127,08/09/2020,Google Ads,Campaign 586,Conversions,148.35,4.6,0.483,0,0,43
21128,08/09/2020,Google Ads,Campaign 589,Conversions,5077.25,645.15,122.3945,2.8092545,108.6995817,1471
21129,08/09/2020,Google Ads,Campaign 590,Video Views,94.3,16.1,3.036,0,0,27
21130,08/09/2020,Google Ads,Campaign 593,Video Views,54.05,3.45,0.6555,0,0,15
21131,08/09/2020,Google Ads,Campaign 594,Engagements,13.8,1.15,0.0345,0,0,4
21132,08/09/2020,Google Ads,Campaign 595,Conversions,614.1,34.5,3.427,0,0,178
21133,08/09/2020,Google Ads,Campaign 596,Conversions,110.4,16.1,2.4265,0,0,32
21134,08/09/2020,Google Ads,Campaign 513,Conversions,13276.75,6327.3,170.936,136.504325,12278.08415,3848
21135,08/09/2020,Google Ads,Campaign 514,Video Views,2017.1,995.9,27.278,24.3888918,1774.150352,584
21136,08/09/2020,Google Ads,Campaign 517,Conversions,9956.7,1385.75,119.439,10.17183625,979.5235731,2886
21137,08/09/2020,Google Ads,Campaign 518,Conversions,1399.55,320.85,35.765,3.7867729,222.9815439,405
21138,08/09/2020,Google Ads,Campaign 519,Conversions,4787.45,435.85,18.6415,1.461328,124.7975181,1387
21139,08/09/2020,Google Ads,Campaign 521,Conversions,3.45,0,0,0,0,1
21140,08/09/2020,Google Ads,Campaign 522,Conversions,220.8,19.55,2.829,0,0,64
21141,08/09/2020,Google Ads,Campaign 523,Conversions,44.85,1.15,1.5295,0,0,13
21142,08/09/2020,Google Ads,Campaign 525,Video Views,1000.5,92,7.061,0.02241235,1.369394585,290
21143,08/09/2020,Google Ads,Campaign 526,Conversions,570.4,41.4,10.4305,0,0,165
21144,08/09/2020,Google Ads,Campaign 529,Video Views,2311885.25,27026.15,1165.870254,67.2889472,4553.643041,670111
21145,08/09/2020,Google Ads,Campaign 530,Conversions,321021.35,4098.6,413.9409233,97.8683327,10317.25031,93049
21146,08/09/2020,Google Ads,Campaign 539,Conversions,726.8,93.15,24.4375,0,0,210
21147,08/09/2020,Google Ads,Campaign 540,Video Views,983.25,35.65,16.491,0,0,285
21148,08/09/2020,Google Ads,Campaign 597,Conversions,449.65,32.2,1.403,0,0,130
21149,08/09/2020,Google Ads,Campaign 598,Conversions,80.5,4.6,0.874,0,0,23
21150,08/09/2020,Google Ads,Campaign 599,Conversions,11.5,0,0,0,0,3
21151,08/09/2020,Google Ads,Campaign 600,Video Views,69,12.65,1.6445,0,0,20
21152,08/09/2020,Google Ads,Campaign 601,Conversions,60.95,2.3,0.069,0,0,17
21153,08/09/2020,Google Ads,Campaign 602,Conversions,264.5,18.4,6.8195,0,0,76
21154,08/09/2020,Google Ads,Campaign 603,Reach,13.8,1.15,0.023,0,0,4
21155,08/09/2020,Google Ads,Campaign 606,Video Views,44.85,5.75,0.759,0,0,13
21156,08/09/2020,Google Ads,Campaign 604,Video Views,1406.45,129.95,5.9225,0.0523917,16.29486653,407
21157,08/09/2020,Google Ads,Campaign 608,Video Views,139.15,9.2,1.61,0,0,40
21158,08/09/2020,Google Ads,Campaign 609,Conversions,117.3,4.6,1.1155,0,0,34
21159,08/09/2020,Google Ads,Campaign 618,Conversions,12.65,0,0,0,0,3
21160,08/09/2020,Google Ads,Campaign 619,Video Views,647.45,36.8,1.081,0,0,187
21161,08/09/2020,Snapchat,Campaign 33,Engagements,0,0,0,13.8,560.9470771,0
21162,08/09/2020,Snapchat,Campaign 34,Conversions,0,0,0,24.15,811.3985241,0
21163,08/09/2020,Snapchat,Campaign 35,Conversions,0,0,0,13.8,584.1320085,0
21164,08/09/2020,Snapchat,Campaign 36,Video Views,568090.8,1436.35,438.9240995,111.55,5436.279047,164664
21165,08/09/2020,Snapchat,Campaign 37,Conversions,1743305.7,5002.5,1505.049948,299,13653.76533,505306
21166,08/09/2020,Snapchat,Campaign 38,Conversions,0,0,0,12.65,392.4206663,0
21167,09/09/2020,Facebook Ads,Campaign 197,Conversions,0,,0,10.35,517.2125,0
21168,09/09/2020,Facebook Ads,Campaign 200,Conversions,0,,0,33.35,1309.758,0
21169,09/09/2020,Facebook Ads,Campaign 201,Video Views,0,,0,31.05,1459.787,0
21170,09/09/2020,Facebook Ads,Campaign 202,Conversions,0,,0,37.95,1375.2045,0
21171,09/09/2020,Facebook Ads,Campaign 203,Conversions,0,,0,20.7,662.078,0
21172,09/09/2020,Facebook Ads,Campaign 204,Conversions,0,,0,42.55,1943.661,0
21173,09/09/2020,Facebook Ads,Campaign 205,Engagements,0,,0,2.3,204.953,0
21174,09/09/2020,Facebook Ads,Campaign 206,Engagements,0,,0,65.55,2126.097,0
